"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Nov 17 21:26:41 MSK 2020","Tue Nov 17 21:27:12 MSK 2020","31035","","Бонусная система рыбки - баланс - интеграционные тесты","","Бонусная система рыбки - баланс - интеграционные тесты","Баланс должен упешно отобразиться","Баланс должен упешно отобразиться",""
"skipped","Tue Nov 17 20:48:24 MSK 2020","Tue Nov 17 20:48:24 MSK 2020","1","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по продукту - неверный код подтверждения","Ошибка при входе по продукту - неверный код подтверждения",""
"passed","Tue Nov 17 20:46:57 MSK 2020","Tue Nov 17 20:47:06 MSK 2020","9218","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по логину/паролю - без логина","Ошибка при входе по логину/паролю - без логина",""
"passed","Tue Nov 17 21:29:20 MSK 2020","Tue Nov 17 21:30:00 MSK 2020","40311","","Интеграционные тесты нотификации смены паспортных данных Интеграционные тесты при отсутствии оффера","","Интеграционные тесты нотификации смены паспортных данных Интеграционные тесты при отсутствии оффера","Не должен отображаться маркер нотификации возле кнопки входа в профиль","Не должен отображаться маркер нотификации возле кнопки входа в профиль",""
"passed","Tue Nov 17 20:47:14 MSK 2020","Tue Nov 17 20:47:22 MSK 2020","7961","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по логину/паролю - нет пароля и логина","Ошибка при входе по логину/паролю - нет пароля и логина",""
"passed","Tue Nov 17 20:36:45 MSK 2020","Tue Nov 17 20:38:24 MSK 2020","99130","","Переводы SWIFT - интеграционные тесты","","Переводы SWIFT - интеграционные тесты","Выгрузка квитанции со страницы успешного перевода SWIFT (со счета)","Выгрузка квитанции со страницы успешного перевода SWIFT (со счета)",""
"passed","Tue Nov 17 20:45:53 MSK 2020","Tue Nov 17 20:46:04 MSK 2020","10534","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Успешный вход по логину/паролю без ввода кода подтверждения","Успешный вход по логину/паролю без ввода кода подтверждения",""
"passed","Tue Nov 17 19:58:28 MSK 2020","Tue Nov 17 20:00:03 MSK 2020","95492","","Переводы по номеру карты клиенту банка - интеграционные тесты","","Переводы по номеру карты клиенту банка - интеграционные тесты","Выгрузка квитанции со страницы успешного перевода Клиенту ОТП-банка по номеру карты (со счета)","Выгрузка квитанции со страницы успешного перевода Клиенту ОТП-банка по номеру карты (со счета)",""
"passed","Tue Nov 17 20:45:42 MSK 2020","Tue Nov 17 20:45:53 MSK 2020","11491","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Успешный вход по логину/паролю","Успешный вход по логину/паролю",""
"passed","Tue Nov 17 21:19:19 MSK 2020","Tue Nov 17 21:20:44 MSK 2020","85366","","Изменение настроек уведомлений - интеграционные тесты","","Изменение настроек уведомлений - интеграционные тесты","Выключение уведомлений должно работать корректно","Выключение уведомлений должно работать корректно",""
"passed","Tue Nov 17 19:57:29 MSK 2020","Tue Nov 17 19:58:01 MSK 2020","32526","","Переводы по номеру карты клиенту банка - интеграционные тесты","","Переводы по номеру карты клиенту банка - интеграционные тесты","Должна отображаться корректная ошибка при изменении номера карты","Должна отображаться корректная ошибка при изменении номера карты",""
"passed","Tue Nov 17 20:40:45 MSK 2020","Tue Nov 17 20:41:10 MSK 2020","25275","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов на основе выбранной валюты","Пользователю отображается список вкладов на основе выбранной валюты",""
"passed","Tue Nov 17 21:13:51 MSK 2020","Tue Nov 17 21:14:09 MSK 2020","17053","","Витрина карт","","Витрина карт","Просмотр витрины карт - витрина не пустая","Просмотр витрины карт - витрина не пустая",""
"passed","Tue Nov 17 20:38:24 MSK 2020","Tue Nov 17 20:39:43 MSK 2020","78921","","Переводы SWIFT - интеграционные тесты","","Переводы SWIFT - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода SWIFT (со счета)","Выгрузка квитанции на email со страницы успешного перевода SWIFT (со счета)",""
"passed","Tue Nov 17 20:39:43 MSK 2020","Tue Nov 17 20:40:43 MSK 2020","59971","","Переводы SWIFT - интеграционные тесты","","Переводы SWIFT - интеграционные тесты","Проверить в ленте операций отображение операции перевода SWIFT (со счета)","Проверить в ленте операций отображение операции перевода SWIFT (со счета)",""
"passed","Tue Nov 17 21:17:49 MSK 2020","Tue Nov 17 21:19:19 MSK 2020","89290","","Изменение настроек уведомлений - интеграционные тесты","","Изменение настроек уведомлений - интеграционные тесты","Включение уведомлений должно работать корректно","Включение уведомлений должно работать корректно",""
"passed","Tue Nov 17 19:58:01 MSK 2020","Tue Nov 17 19:58:28 MSK 2020","26357","","Переводы по номеру карты клиенту банка - интеграционные тесты","","Переводы по номеру карты клиенту банка - интеграционные тесты","Не должна отображаться ошибка при вводе номера карты","Не должна отображаться ошибка при вводе номера карты",""
"skipped","Tue Nov 17 21:15:28 MSK 2020","Tue Nov 17 21:15:28 MSK 2020","0","","Проверка карточек продуктов-призраков по Вкладам","","Проверка карточек продуктов-призраков по Вкладам","Отказ от предложения с выбором причины ""Хочу другие условия""","Отказ от предложения с выбором причины ""Хочу другие условия""",""
"passed","Tue Nov 17 20:57:06 MSK 2020","Tue Nov 17 20:57:48 MSK 2020","41072","","Проведение переводов через продукт Сохранение продукта при переходе по закладкам в переводе","","Проведение переводов через продукт Сохранение продукта при переходе по закладкам в переводе","Клиенту банка","Клиенту банка",""
"passed","Tue Nov 17 21:03:02 MSK 2020","Tue Nov 17 21:04:41 MSK 2020","99068","","PaymentForm - Rapida - integration tests","","PaymentForm - Rapida - integration tests","Проверить в ленте операций отображение оплаты Мобильной связи Yota (со счета)","Проверить в ленте операций отображение оплаты Мобильной связи Yota (со счета)",""
"skipped","Tue Nov 17 21:13:51 MSK 2020","Tue Nov 17 21:13:51 MSK 2020","0","","LimitsForm integration tests","","LimitsForm integration tests","should render no errors and button should be enabled","should render no errors and button should be enabled",""
"passed","Tue Nov 17 20:42:24 MSK 2020","Tue Nov 17 20:42:46 MSK 2020","22663","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов с возможностью частичного снятия","Пользователю отображается список вкладов с возможностью частичного снятия",""
"passed","Tue Nov 17 21:28:19 MSK 2020","Tue Nov 17 21:28:38 MSK 2020","19584","","Интеграционные тесты нотификации смены паспортных данных Интеграционные тесты при наличии оффера","","Интеграционные тесты нотификации смены паспортных данных Интеграционные тесты при наличии оффера","Должен отображаться маркер нотификации возле раздела профиля Персональные сведения","Должен отображаться маркер нотификации возле раздела профиля Персональные сведения",""
"passed","Tue Nov 17 20:43:33 MSK 2020","Tue Nov 17 20:43:55 MSK 2020","22494","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов с выплатой процентов на вклад","Пользователю отображается список вкладов с выплатой процентов на вклад",""
"skipped","Tue Nov 17 20:50:08 MSK 2020","Tue Nov 17 20:50:08 MSK 2020","0","","Открытие накопительного счета - интеграционные тесты","","Открытие накопительного счета - интеграционные тесты","should go to DepositOpenForm when: there are hidden deposits and more button in aside","should go to DepositOpenForm when: there are hidden deposits and more button in aside",""
"failed","Tue Nov 17 20:55:58 MSK 2020","Tue Nov 17 20:56:28 MSK 2020","30608","","Платеж и общая задолженность - интеграционные тесты","","Платеж и общая задолженность - интеграционные тесты","Клиент с платежом и общей задолженностью","Клиент с платежом и общей задолженностью",""
"failed","Tue Nov 17 20:53:29 MSK 2020","Tue Nov 17 20:55:56 MSK 2020","147291","","Открытие вклада Рустащий процент - интеграционные тесты","","Открытие вклада Рустащий процент - интеграционные тесты","Открытие вклада растущий процент в рублях","Открытие вклада растущий процент в рублях",""
"passed","Tue Nov 17 20:32:26 MSK 2020","Tue Nov 17 20:34:45 MSK 2020","138888","","Переводы в другой банк в бюджет - интеграционные тесты","","Переводы в другой банк в бюджет - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода В другой банк - Бюджетным организациям","Выгрузка квитанции на email со страницы успешного перевода В другой банк - Бюджетным организациям",""
"passed","Tue Nov 17 19:52:26 MSK 2020","Tue Nov 17 19:53:38 MSK 2020","71986","","NotificationsForm integration tests","","NotificationsForm integration tests","Изменение типа нотификации должно проходить успешно","Изменение типа нотификации должно проходить успешно",""
"passed","Tue Nov 17 20:47:38 MSK 2020","Tue Nov 17 20:47:45 MSK 2020","7825","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по продукту - без телефона","Ошибка при входе по продукту - без телефона",""
"passed","Tue Nov 17 20:34:45 MSK 2020","Tue Nov 17 20:36:45 MSK 2020","120073","","Переводы в другой банк в бюджет - интеграционные тесты","","Переводы в другой банк в бюджет - интеграционные тесты","Проверить в ленте операций отображение операции перевода В другой банк - Бюджетным организациям","Проверить в ленте операций отображение операции перевода В другой банк - Бюджетным организациям",""
"passed","Tue Nov 17 20:42:01 MSK 2020","Tue Nov 17 20:42:24 MSK 2020","22457","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов на основе суммы вклада","Пользователю отображается список вкладов на основе суммы вклада",""
"skipped","Tue Nov 17 20:48:24 MSK 2020","Tue Nov 17 20:48:24 MSK 2020","0","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по продукту - блокировка при превышении попыток ввода неверного кода подтверждения","Ошибка при входе по продукту - блокировка при превышении попыток ввода неверного кода подтверждения",""
"passed","Tue Nov 17 20:48:08 MSK 2020","Tue Nov 17 20:48:15 MSK 2020","7431","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по продукту - не верный продукт/телефон","Ошибка при входе по продукту - не верный продукт/телефон",""
"passed","Tue Nov 17 20:49:48 MSK 2020","Tue Nov 17 20:50:08 MSK 2020","20249","","Открытие накопительного счета - интеграционные тесты","","Открытие накопительного счета - интеграционные тесты","Не должен отображаться выбор продукта при открытии накопительного счета в 0 рублей","Не должен отображаться выбор продукта при открытии накопительного счета в 0 рублей",""
"skipped","Tue Nov 17 21:15:28 MSK 2020","Tue Nov 17 21:15:28 MSK 2020","0","","Проверка карточек продуктов-призраков по Вкладам","","Проверка карточек продуктов-призраков по Вкладам","Отказ от предложения с выбором причины ""Мешает просмотру""","Отказ от предложения с выбором причины ""Мешает просмотру""",""
"failed","Tue Nov 17 21:13:17 MSK 2020","Tue Nov 17 21:13:51 MSK 2020","33844","","LimitsForm integration tests","","LimitsForm integration tests","should render errors with highest limits and button should be disabled","should render errors with highest limits and button should be disabled",""
"passed","Tue Nov 17 20:47:22 MSK 2020","Tue Nov 17 20:47:30 MSK 2020","7666","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по логину/паролю - неверный логин, но верный пароль","Ошибка при входе по логину/паролю - неверный логин, но верный пароль",""
"passed","Tue Nov 17 21:30:00 MSK 2020","Tue Nov 17 21:30:42 MSK 2020","41163","","Интеграционные тесты нотификации смены паспортных данных Интеграционные тесты при отсутствии оффера","","Интеграционные тесты нотификации смены паспортных данных Интеграционные тесты при отсутствии оффера","Не должен отображаться маркер нотификации возле кнопки сообщений","Не должен отображаться маркер нотификации возле кнопки сообщений",""
